capacity_leased_mbps,nM,nV,valid,interval_contains,pV_formula_error,pM_root_residual,revenue_identity_error
100.0,1785.385344813654,214.614655186346,True,True,0.0,-9.258087629859801e-10,-4.547473508864641e-13
100.0,1786.716643836726,213.283356163274,True,True,0.0,-1.2065868304489413e-09,0.0
100.0,1788.0479428597982,211.95205714020176,True,True,0.0,-1.5806449482624885e-09,0.0
100.0,1789.3792418828702,210.62075811712975,True,True,0.0,-2.0821175894525368e-09,0.0
100.0,1790.7105409059425,209.28945909405752,True,True,0.0,-2.7583553219301393e-09,0.0
100.0,1792.0418399290147,207.9581600709853,True,True,0.0,-3.6778260437131394e-09,0.0
100.0,1793.3731389520867,206.62686104791328,True,True,0.0,-4.936964614898898e-09,0.0
100.0,1794.704437975159,205.29556202484105,True,True,0.0,-6.677225883322535e-09,0.0
100.0,1796.035736998231,203.96426300176904,True,True,0.0,-9.100631359615363e-09,0.0
100.0,1797.3670360213032,202.6329639786968,True,True,0.0,-1.2507570090747322e-08,4.547473508864641e-13
